Date,Cumulative Cases,Cumulative Deaths,Population,City
2020-03-15,587,7,11834851,New York
2020-03-16,789,10,11834851,New York
2020-03-17,1167,15,11834851,New York
2020-03-18,2098,31,11834851,New York
2020-03-19,3719,39,11834851,New York
2020-03-20,6075,64,11834851,New York
2020-03-21,8423,87,11834851,New York
2020-03-22,12108,133,11834851,New York
2020-03-23,16800,174,11834851,New York
2020-03-24,20723,261,11834851,New York
2020-03-25,27239,366,11834851,New York
2020-03-26,32463,480,11834851,New York
2020-03-27,36847,615,11834851,New York
2020-03-28,44038,891,11834851,New York
2020-03-29,48829,1057,11834851,New York
2020-03-30,55266,1290,11834851,New York
2020-03-31,62343,1588,11834851,New York
2020-04-01,69023,2021,11834851,New York
2020-04-02,76072,2447,11834851,New York
2020-04-03,84733,2982,11834851,New York
2020-04-04,94616,3791,11834851,New York
2020-04-05,101462,4239,11834851,New York
2020-04-06,108907,5543,11834851,New York
2020-04-07,116241,6495,11834851,New York
2020-04-08,124059,7404,11834851,New York
2020-04-09,132146,8330,11834851,New York
2020-04-10,140744,9216,11834851,New York
2020-04-11,149048,10149,11834851,New York
2020-04-12,156313,11009,11834851,New York
2020-04-13,161879,11767,11834851,New York
2020-04-14,167822,12713,11834851,New York
2020-04-15,177754,13616,11834851,New York
2020-04-16,185667,14354,11834851,New York
2020-04-17,192147,14639,11834851,New York
2020-04-18,198039,14830,11834851,New York
2020-04-19,203542,16243,11834851,New York
2020-04-20,207883,16806,11834851,New York
2020-04-21,212308,17406,11834851,New York
2020-04-22,217489,18010,11834851,New York
2020-04-23,223297,18549,11834851,New York
2020-04-24,230088,19076,11834851,New York
2020-04-25,237900,19575,11834851,New York
2020-04-26,242740,19973,11834851,New York
2020-04-27,246139,20366,11834851,New York
2020-04-28,249432,20905,11834851,New York
2020-04-29,253508,21456,11834851,New York
2020-04-30,257406,21875,11834851,New York
2020-05-01,260756,22117,11834851,New York
2020-05-02,264521,22286,11834851,New York
2020-05-03,267968,22766,11834851,New York
2020-05-04,269911,22920,11834851,New York
2020-05-05,272088,23179,11834851,New York
2020-05-06,274128,23616,11834851,New York
2020-05-07,276804,23851,11834851,New York
2020-05-08,278993,23970,11834851,New York
2020-05-09,281136,24154,11834851,New York
2020-05-10,282783,24320,11834851,New York
2020-05-11,284120,24467,11834851,New York
2020-05-12,285175,24715,11834851,New York
2020-05-13,286597,24871,11834851,New York
2020-05-14,288266,25030,11834851,New York
2020-05-15,290534,25157,11834851,New York
2020-05-16,291995,25293,11834851,New York
2020-05-17,293616,25475,11834851,New York
2020-05-18,294665,25585,11834851,New York
2020-05-19,295582,25702,11834851,New York
2020-05-20,296599,25819,11834851,New York
2020-05-21,298125,25929,11834851,New York
2020-05-22,299310,26052,11834851,New York
2020-05-23,300264,26130,11834851,New York
2020-05-24,301536,26226,11834851,New York
2020-05-25,302553,26273,11834851,New York
2020-05-26,303343,26341,11834851,New York
